School Name,Address,GSO Rating,Academic Progress,Test Scores,Equity Scores,School Types,Star Rating,Review Link,School Link,City
Lincoln Elementary School,"1107 East Santa Clara Street, Ventura, CA, 93001","5
",6,4,5,"['Elementary school', 'Public district']",4.6,https://www.greatschools.org/california/ventura/7742-Lincoln-Elementary-School/reviews/,https://www.greatschools.org/california/ventura/7742-Lincoln-Elementary-School/,Ventura
Pierpont Elementary School,"1254 Marthas Vineyard Court, Ventura, CA, 93001","5
",4,7,5,"['Elementary school', 'Public district']",3.9,https://www.greatschools.org/california/ventura/7748-Pierpont-Elementary-School/reviews/,https://www.greatschools.org/california/ventura/7748-Pierpont-Elementary-School/,Ventura
Blanche Reynolds Elementary School,"450 Valmore Avenue, Ventura, CA, 93003","5
",7,5,3,"['Elementary school', 'Public district']",4.2,https://www.greatschools.org/california/ventura/7751-Blanche-Reynolds-Elementary-School/reviews/,https://www.greatschools.org/california/ventura/7751-Blanche-Reynolds-Elementary-School/,Ventura
Will Rogers Elementary School,"316 Howard Street, Ventura, CA, 93003","5
",6,5,2,"['Elementary school', 'Public district']",3.3,https://www.greatschools.org/california/ventura/7752-Will-Rogers-Elementary-School/reviews/,https://www.greatschools.org/california/ventura/7752-Will-Rogers-Elementary-School/,Ventura
Citrus Glen Elementary School,"9655 Darling Road, Ventura, CA, 93004","4
",5,5,3,"['Elementary school', 'Public district']",5,https://www.greatschools.org/california/ventura/11218-Citrus-Glen-Elementary-School/reviews/,https://www.greatschools.org/california/ventura/11218-Citrus-Glen-Elementary-School/,Ventura
Homestead (Alternative) School,"450 Valmore Avenue, Ventura, CA, 93003","4
",5,5,3,"['Elementary school', 'Middle school', 'Public district']",5,N/A,https://www.greatschools.org/california/ventura/11899-Homestead-Alternative-School/,Ventura
Elmhurst Elementary School,"5080 Elmhurst Street, Ventura, CA, 93003","4
",5,4,3,"['Elementary school', 'Public district']",4.7,https://www.greatschools.org/california/ventura/7739-Elmhurst-Elementary-School/reviews/,https://www.greatschools.org/california/ventura/7739-Elmhurst-Elementary-School/,Ventura
E. P. Foster Elementary School,"20 Pleasant Place, Ventura, CA, 93001","4
",5,3,3,"['Elementary school', 'Public district']",5,N/A,https://www.greatschools.org/california/ventura/7740-E.-P.-Foster-Elementary-School/,Ventura
Montalvo Elementary School,"2050 Grand Avenue, Ventura, CA, 93003","4
",4,6,3,"['Elementary school', 'Public district']",4.6,N/A,https://www.greatschools.org/california/ventura/7744-Montalvo-Elementary-School/,Ventura
Sheridan Way Elementary School,"573 Sheridan Way, Ventura, CA, 93001","3
",4,1,2,"['Elementary school', 'Public district']",4,N/A,https://www.greatschools.org/california/ventura/7755-Sheridan-Way-Elementary-School/,Ventura
Easter Seal Childcare,"10720 Henderson Road, Ventura, CA, 93004","3
",N/A,N/A,N/A,"['Pre-K', 'Elementary school', 'Private']",N/A,N/A,https://www.greatschools.org/california/ventura/23457-Easter-Seal-Childcare/,Ventura
Las Posas Chldrn's Center,"4435 McGrath Street #308, Ventura, CA, 93003","3
",N/A,N/A,N/A,"['Pre-K', 'Elementary school', 'Private']",N/A,N/A,https://www.greatschools.org/california/ventura/23459-Las-Posas-Chldrns-Center/,Ventura
Hantgin Day Care Home,"94 North Santa Rosa Street, Ventura, CA, 93001","3
",N/A,N/A,N/A,"['Pre-K', 'Elementary school', 'Private']",N/A,N/A,https://www.greatschools.org/california/ventura/23473-Hantgin-Day-Care-Home/,Ventura
Children R Us School,"1083 Scandia Avenue, Ventura, CA, 93004","3
",N/A,N/A,N/A,"['Elementary school', 'Private']",5,N/A,https://www.greatschools.org/california/ventura/24048-Children-R-Us-School/,Ventura
Perches Academy,"4535 McGrath St, Ventura, CA, 93003","3
",N/A,N/A,N/A,"['Elementary school', 'Middle school', 'High school', 'Private']",N/A,N/A,https://www.greatschools.org/california/ventura/25525-Perches-Academy/,Ventura
Wells Road Baptist School,"289 North Wells Road, Ventura, CA, 93004","3
",N/A,N/A,N/A,"['Elementary school', 'Middle school', 'High school', 'Private']",N/A,N/A,https://www.greatschools.org/california/ventura/26426-Wells-Road-Baptist-School/,Ventura
St. Augustine Academy,"PO BOX 4506, Ventura, CA, 93007","3
",N/A,N/A,N/A,"['Elementary school', 'Middle school', 'High school', 'Private']",5,N/A,https://www.greatschools.org/california/ventura/10375-St.-Augustine-Academy/,Ventura
Ventura County Christian School,"96 Macmillan Avenue, Ventura, CA, 93001","3
",N/A,N/A,N/A,"['Elementary school', 'Middle school', 'High school', 'Private']",3.5,https://www.greatschools.org/california/ventura/10376-Ventura-County-Christian-School/reviews/,https://www.greatschools.org/california/ventura/10376-Ventura-County-Christian-School/,Ventura
Ventura Montessori School,"38 Teloma Drive, Ventura, CA, 93003","3
",N/A,N/A,N/A,"['Elementary school', 'Middle school', 'High school', 'Private']",4.5,https://www.greatschools.org/california/ventura/10377-Ventura-Montessori-School/reviews/,https://www.greatschools.org/california/ventura/10377-Ventura-Montessori-School/,Ventura
"Goldenwest Montessori Schools, Inc.","PO BOX 3656, Ventura, CA, 93006","3
",N/A,N/A,N/A,"['Pre-K', 'Elementary school', 'Private']",5,https://www.greatschools.org/california/ventura/10464-Goldenwest-Montessori-Schools-Inc./reviews/,https://www.greatschools.org/california/ventura/10464-Goldenwest-Montessori-Schools-Inc./,Ventura
Ventura Adult Education,"5200 Valentine Road, Ventura, CA, 93003","3
",N/A,N/A,N/A,"['Elementary school', 'Middle school', 'High school', 'Public district']",N/A,N/A,https://www.greatschools.org/california/ventura/14288-Ventura-Adult-Education/,Ventura
Little Scholars Montessori,"6868 Capri Avenue, Ventura, CA, 93003","3
",N/A,N/A,N/A,"['Pre-K', 'Elementary school', 'Private']",4,N/A,https://www.greatschools.org/california/ventura/15496-Little-Scholars-Montessori/,Ventura
Children R Us,"1045 S. Saticoy Ave, Ventura, CA, 93004","3
",N/A,N/A,N/A,"['Pre-K', 'Elementary school', 'Private']",4.8,https://www.greatschools.org/california/ventura/16795-Children-R-Us/reviews/,https://www.greatschools.org/california/ventura/16795-Children-R-Us/,Ventura
Solimar Academy,"1147 East Main Street, Ventura, CA, 93001","3
",N/A,N/A,N/A,"['Elementary school', 'Middle school', 'High school', 'Private']",N/A,N/A,https://www.greatschools.org/california/ventura/16812-Solimar-Academy/,Ventura
City Christian School,"6360 Telephone Road, Ventura, CA, 93003","3
",N/A,N/A,N/A,"['Pre-K', 'Elementary school', 'Middle school', 'Private']",4.4,https://www.greatschools.org/california/ventura/9305-City-Christian-School/reviews/,https://www.greatschools.org/california/ventura/9305-City-Christian-School/,Ventura
Ventura Missionary Christian,"500 High Point Drive, Ventura, CA, 93003","3
",N/A,N/A,N/A,"['Elementary school', 'Middle school', 'Private']",4.1,https://www.greatschools.org/california/ventura/9307-Ventura-Missionary-Christian/reviews/,https://www.greatschools.org/california/ventura/9307-Ventura-Missionary-Christian/,Ventura
First Baptist Day School,"426 South Mills Road, Ventura, CA, 93003","3
",N/A,N/A,N/A,"['Pre-K', 'Elementary school', 'Private']",N/A,N/A,https://www.greatschools.org/california/ventura/9679-First-Baptist-Day-School/,Ventura
"The Perches Academy, Inc.","4535 McGrath Street, Ventura, CA, 93003","3
",N/A,N/A,N/A,"['Elementary school', 'Middle school', 'High school', 'Private']",5,N/A,https://www.greatschools.org/california/ventura/31629-The-Perches-Academy-Inc./,Ventura
Ventura Christian Academy,"1000 North Ventura Avenue, Ventura, CA, 93001","3
",N/A,N/A,N/A,"['Elementary school', 'Private']",N/A,N/A,https://www.greatschools.org/california/ventura/31630-Ventura-Christian-Academy/,Ventura
Magic Carousel Preschool & Academy,"1767 E. Main St, Ventura, CA, 93001","3
",N/A,N/A,N/A,"['Pre-K', 'Elementary school', 'Private']",N/A,N/A,https://www.greatschools.org/california/ventura/32279-Magic-Carousel-Preschool--Academy/,Ventura
Princeton Academy Preschool & Infant Care,"1083 Scandia Ave, Ventura, CA, 93004","3
",N/A,N/A,N/A,"['Pre-K', 'Elementary school', 'Private']",N/A,N/A,https://www.greatschools.org/california/ventura/32413-Princeton-Academy-Preschool--Infant-Care/,Ventura
Our Lady Of The Assumption,"3169 Telegraph Road, Ventura, CA, 93003","3
",N/A,N/A,N/A,"['Pre-K', 'Elementary school', 'Middle school', 'Private']",2.2,N/A,https://www.greatschools.org/california/ventura/7926-Our-Lady-Of-The-Assumption/,Ventura
Holy Cross School At San Buenaventura Mission,"211 East Main Street, Ventura, CA, 93001","3
",N/A,N/A,N/A,"['Pre-K', 'Elementary school', 'Middle school', 'Private']",3.8,https://www.greatschools.org/california/ventura/8010-Holy-Cross-School-At-San-Buenaventura-Mission/reviews/,https://www.greatschools.org/california/ventura/8010-Holy-Cross-School-At-San-Buenaventura-Mission/,Ventura
St. Paul's Episcopal Church,"3290 Loma Vista Rd, Ventura, CA, 93003","3
",N/A,N/A,N/A,"['Elementary school', 'Private']",N/A,N/A,https://www.greatschools.org/california/ventura/8441-St.-Pauls-Episcopal-Church/,Ventura
Sacred Heart Elementary School,"10770 Henderson Road, Ventura, CA, 93004","3
",N/A,N/A,N/A,"['Elementary school', 'Middle school', 'Private']",3.9,https://www.greatschools.org/california/ventura/9078-Sacred-Heart-Elementary-School/reviews/,https://www.greatschools.org/california/ventura/9078-Sacred-Heart-Elementary-School/,Ventura
Cabrillo Middle School,"1426 East Santa Clara Street, Ventura, CA, 93001","6
",5,8,4,"['Middle school', 'Public district']",3.7,https://www.greatschools.org/california/ventura/7737-Cabrillo-Middle-School/reviews/,https://www.greatschools.org/california/ventura/7737-Cabrillo-Middle-School/,Ventura
Anacapa Middle School,"100 South Mills Road, Ventura, CA, 93003","5
",6,5,2,"['Middle school', 'Public district']",2.2,https://www.greatschools.org/california/ventura/7733-Anacapa-Middle-School/reviews/,https://www.greatschools.org/california/ventura/7733-Anacapa-Middle-School/,Ventura
Balboa Middle School,"3525 Loma Vista Road, Ventura, CA, 93003","5
",5,6,3,"['Middle school', 'Public district']",3,N/A,https://www.greatschools.org/california/ventura/7734-Balboa-Middle-School/,Ventura
De Anza Academy Of Technology And The Arts,"2060 Cameron Street, Ventura, CA, 93001","5
",5,6,3,"['Middle school', 'Public district']",4.3,https://www.greatschools.org/california/ventura/7738-De-Anza-Academy-Of-Technology-And-The-Arts/reviews/,https://www.greatschools.org/california/ventura/7738-De-Anza-Academy-Of-Technology-And-The-Arts/,Ventura
Calwest Learning Center,"2443 Portola Road, Ventura, CA, 93003","5
",N/A,N/A,N/A,"['Middle school', 'High school', 'Private']",N/A,N/A,https://www.greatschools.org/california/ventura/16793-Calwest-Learning-Center/,Ventura
Foothill Technology High School,"100 Day Road, Ventura, CA, 93003","10
",N/A,10,9,"['High school', 'Public district']",4.2,https://www.greatschools.org/california/ventura/11216-Foothill-Technology-High-School/reviews/,https://www.greatschools.org/california/ventura/11216-Foothill-Technology-High-School/,Ventura
El Camino High School,"61 Day Rd., Ventura, CA, 93023","9
",N/A,10,9,"['High school', 'Public district']",3.5,N/A,https://www.greatschools.org/california/ventura/11215-El-Camino-High-School/,Ventura
Buena High School,"5670 Telegraph Road, Ventura, CA, 93003","7
",N/A,7,5,"['High school', 'Public district']",4.3,https://www.greatschools.org/california/ventura/7735-Buena-High-School/reviews/,https://www.greatschools.org/california/ventura/7735-Buena-High-School/,Ventura
Ventura High School,"2 North Catalina Street, Ventura, CA, 93001","6
",N/A,8,4,"['High school', 'Public district']",3.3,https://www.greatschools.org/california/ventura/7756-Ventura-High-School/reviews/,https://www.greatschools.org/california/ventura/7756-Ventura-High-School/,Ventura
Pacific High School,"501 College Drive, Ventura, CA, 93003","2
",N/A,2,2,"['High school', 'Public district']",4,N/A,https://www.greatschools.org/california/ventura/7747-Pacific-High-School/,Ventura
Saint Bonaventure High School,"3167 Telegraph Road, Ventura, CA, 93003","2
",N/A,N/A,N/A,"['High school', 'Private']",2.7,https://www.greatschools.org/california/ventura/8023-Saint-Bonaventure-High-School/reviews/,https://www.greatschools.org/california/ventura/8023-Saint-Bonaventure-High-School/,Ventura
Cole Canyon Elementary School,"23750 Vía Alisol, Murrieta, CA, 92562","9
",8,9,9,"['Elementary school', 'Public district']",3.3,https://www.greatschools.org/california/murrieta/11813-Cole-Canyon-Elementary-School/reviews/,https://www.greatschools.org/california/murrietta/11813-Cole-Canyon-Elementary-School/,Murrieta
Antelope Hills Elementary School,"36105 Murrieta Oaks Avenue, Murrieta, CA, 92562","8
",8,8,8,"['Elementary school', 'Public district']",3.9,https://www.greatschools.org/california/murrieta/13808-Antelope-Hills-Elementary-School/reviews/,https://www.greatschools.org/california/murrieta/13808-Antelope-Hills-Elementary-School/,Murrieta
Alamos Elementary School,"38200 Pacific Park Drive, Murrieta, CA, 92563","8
",7,9,8,"['Elementary school', 'Public district']",3.7,https://www.greatschools.org/california/murrieta/14900-Alamos-Elementary-School/reviews/,https://www.greatschools.org/california/murrieta/14900-Alamos-Elementary-School/,Murrieta
Tovashal Elementary School,"23801 Saint Raphael Drive, Murrieta, CA, 92562","8
",8,8,7,"['Elementary school', 'Public district']",4.7,https://www.greatschools.org/california/murrieta/4405-Tovashal-Elementary-School/reviews/,https://www.greatschools.org/california/murrieta/4405-Tovashal-Elementary-School/,Murrieta
Daniel N. Buchanan Elementary School,"40121 Torrey Pines Road, Murrieta, CA, 92563","7
",7,7,6,"['Elementary school', 'Public district']",3.2,https://www.greatschools.org/california/murrieta/12011-Daniel-N.-Buchanan-Elementary-School/reviews/,https://www.greatschools.org/california/murrieta/12011-Daniel-N.-Buchanan-Elementary-School/,Murrieta
Alta Murrieta Elementary School,"39475 Whitewood Road, Murrieta, CA, 92563","7
",7,7,8,"['Elementary school', 'Public district']",4.8,https://www.greatschools.org/california/murrieta/4396-Alta-Murrieta-Elementary-School/reviews/,https://www.greatschools.org/california/murrieta/4396-Alta-Murrieta-Elementary-School/,Murrieta
Oak Meadows Elementary School,"28600 Poinsettia Street, Murrieta, CA, 92563","6
",7,6,5,"['Elementary school', 'Public district']",3.1,https://www.greatschools.org/california/murrieta/14785-Oak-Meadows-Elementary-School/reviews/,https://www.greatschools.org/california/murrieta/14785-Oak-Meadows-Elementary-School/,Murrieta
Lisa J. Mails Elementary School,"35185 Briggs Road, Murrieta, CA, 92563","6
",5,7,6,"['Elementary school', 'Public district']",3.9,https://www.greatschools.org/california/murrieta/17585-Lisa-J.-Mails-Elementary-School/reviews/,https://www.greatschools.org/california/murrieta/17585-Lisa-J.-Mails-Elementary-School/,Murrieta
E. Hale Curran Elementary School,"40855 Chaco Canyon Road, Murrieta, CA, 92562","6
",6,7,6,"['Elementary school', 'Public district']",3.8,https://www.greatschools.org/california/murrieta/4399-E.-Hale-Curran-Elementary-School/reviews/,https://www.greatschools.org/california/murrieta/4399-E.-Hale-Curran-Elementary-School/,Murrieta
Monte Vista Elementary School,"37420 Via Mira Mosa, Murrieta, CA, 92563","5
",4,6,5,"['Elementary school', 'Public district']",4.6,https://www.greatschools.org/california/murrieta/12489-Monte-Vista-Elementary-School/reviews/,https://www.greatschools.org/california/murrieta/12489-Monte-Vista-Elementary-School/,Murrieta
Murrieta Canyon Academy,"24150 Hayes Avenue, Murrieta, CA, 92562","5
",5,6,5,"['Elementary school', 'Middle school', 'High school', 'Public district']",4,N/A,https://www.greatschools.org/california/murrieta/12538-Tenaja-Canyon-Academy/,Murrieta
Avaxat Elementary School,"24300 Rancho Las Brisas Drive, Murrieta, CA, 92562","5
",6,5,5,"['Elementary school', 'Public district']",3.7,https://www.greatschools.org/california/murrieta/4397-Avaxat-Elementary-School/reviews/,https://www.greatschools.org/california/murrieta/4397-Avaxat-Elementary-School/,Murrieta
Murrieta Elementary School,"24725 Adams Avenue, Murrieta, CA, 92562","5
",5,6,4,"['Elementary school', 'Public district']",3.5,https://www.greatschools.org/california/murrieta/4400-Murrieta-Elementary-School/reviews/,https://www.greatschools.org/california/murrieta/4400-Murrieta-Elementary-School/,Murrieta
Rail Ranch Elementary School,"25030 Vía Santee, Murrieta, CA, 92563","5
",4,6,6,"['Elementary school', 'Public district']",4.6,https://www.greatschools.org/california/murrieta/4402-Rail-Ranch-Elementary-School/reviews/,https://www.greatschools.org/california/murrieta/4402-Rail-Ranch-Elementary-School/,Murrieta
"Method Schools, LA","24620 Jefferson Avenue, Murrieta, CA, 92562","4
",4,4,4,"['Elementary school', 'Middle school', 'High school', 'Public charter']",N/A,N/A,https://www.greatschools.org/california/arcadia/32831-Method-Schools-LA/,Murrieta
Cal Oaks Christian Academy,"40960 California Oaks Road, Murrieta, CA, 92562","4
",N/A,N/A,N/A,"['Elementary school', 'Middle school', 'High school', 'Private']",N/A,N/A,https://www.greatschools.org/california/murrieta/23929-Cal-Oaks-Christian-Academy/,Murrieta
City Day School,"39550 Saint Honore Drive, Murrieta, CA, 92563","4
",N/A,N/A,N/A,"['Elementary school', 'Middle school', 'High school', 'Private']",N/A,N/A,https://www.greatschools.org/california/murrieta/26145-City-Day-School/,Murrieta
Murrieta Valley Christian School,"41685 Date Street, Murrieta, CA, 92562","4
",N/A,N/A,N/A,"['Elementary school', 'Middle school', 'High school', 'Private']",N/A,N/A,https://www.greatschools.org/california/murrieta/26163-Murrieta-Valley-Christian-School/,Murrieta
Promise Christian Preschool,"25664 Madison Avenue, Murrieta, CA, 92562","4
",N/A,N/A,N/A,"['Pre-K', 'Elementary school', 'Private']",N/A,N/A,https://www.greatschools.org/california/murrieta/26784-Promise-Christian-Preschool/,Murrieta
Las Brisas Christian Academy,"24270 Adams Ave, Murrieta, CA, 92562","4
",N/A,N/A,N/A,"['Pre-K', 'Elementary school', 'Private']",5,N/A,https://www.greatschools.org/california/murrieta/10265-Las-Brisas-Christian-Academy/,Murrieta
Calvary Murrieta Christian Schools,"24275 Monroe Avenue, Murrieta, CA, 92562","4
",N/A,N/A,N/A,"['Pre-K', 'Elementary school', 'Middle school', 'Private']",4.3,https://www.greatschools.org/california/murrieta/10420-Calvary-Murrieta-Christian-Schools/reviews/,https://www.greatschools.org/california/murrieta/10420-Calvary-Murrieta-Christian-Schools/,Murrieta
Murrieta Springs Adventist Christian,"32477 Starbuck Circle, Murrieta, CA, 92562","4
",N/A,N/A,N/A,"['Elementary school', 'Middle school', 'High school', 'Private']",4,N/A,https://www.greatschools.org/california/murrieta/13512-Murrieta-Springs-Adventist-Christian/,Murrieta
Morningstar Christian Academy,"30513 North Gate Lane, Murrieta, CA, 92563","4
",N/A,N/A,N/A,"['Elementary school', 'Middle school', 'High school', 'Private']",N/A,N/A,https://www.greatschools.org/california/murrieta/16364-Morningstar-Christian-Academy/,Murrieta
Murrieta Valley Christian Academy,"24500 Adams Avenue, Murrieta, CA, 92562","4
",N/A,N/A,N/A,"['Elementary school', 'Middle school', 'High school', 'Private']",N/A,N/A,https://www.greatschools.org/california/murrieta/16367-Murrieta-Valley-Christian-Academy/,Murrieta
Murrieta Valley Christian School,"26868 Adams Avenue, Murrieta, CA, 92562","4
",N/A,N/A,N/A,"['Elementary school', 'Middle school', 'High school', 'Private']",N/A,N/A,https://www.greatschools.org/california/murrieta/16368-Murrieta-Valley-Christian-School/,Murrieta
Sierra Springs Christian,"40960 California Oaks Road, Murrieta, CA, 92562","4
",N/A,N/A,N/A,"['Elementary school', 'Middle school', 'High school', 'Private']",N/A,N/A,https://www.greatschools.org/california/murrieta/16379-Sierra-Springs-Christian/,Murrieta
Murrieta Valley Adult Education,"24150 Hayes Avenue, Murrieta, CA, 92562","4
",N/A,N/A,N/A,"['Elementary school', 'Middle school', 'High school', 'Public district']",N/A,N/A,https://www.greatschools.org/california/murrieta/17020-Murrieta-Valley-Adult-Education/,Murrieta
Oak Grove Center / Jack Weaver,"24275 Jefferson Avenue, Murrieta, CA, 92562","4
",N/A,N/A,N/A,"['Elementary school', 'Middle school', 'High school', 'Private']",2,N/A,https://www.greatschools.org/california/murrieta/9823-Oak-Grove-Center---Jack-Weaver/,Murrieta
Tutor Time Child Care/Learning Center,"26624 Margarita Road, Murrieta, CA, 92563","4
",N/A,N/A,N/A,"['Elementary school', 'Private']",N/A,N/A,https://www.greatschools.org/california/murrieta/30801-Tutor-Time-Child-Care-Learning-Center/,Murrieta
Veritas Academy,"24323 Jackson Avenue, Murrieta, CA, 92562","4
",N/A,N/A,N/A,"['Elementary school', 'Middle school', 'High school', 'Private']",N/A,N/A,https://www.greatschools.org/california/murrieta/31449-Veritas-Academy/,Murrieta
Murrieta Preschool Outreach,"41870 McAlby Court, Murrieta, CA, 92562","4
",N/A,N/A,N/A,"['Elementary school', 'Middle school', 'High school', 'Public district']",N/A,N/A,https://www.greatschools.org/california/murrieta/32876-Murrieta-Preschool-Outreach/,Murrieta
Childrens Lighthouse Learning Center,"23656 Clinton Keith Road, Murrieta, CA, 92562","4
",N/A,N/A,N/A,"['Pre-K', 'Elementary school', 'Private']",N/A,N/A,https://www.greatschools.org/california/murrieta/32952-Childrens-Lighthouse-Learning-Center/,Murrieta
Kiddie Academy of Murrieta,"41755 Juniper Street, Murrieta, CA, 92562","4
",N/A,N/A,N/A,"['Pre-K', 'Elementary school', 'Private']",N/A,N/A,https://www.greatschools.org/california/murrieta/33493-Kiddie-Academy-Of-Murrieta/,Murrieta
Dorothy McElhinney Middle School,"35125 Briggs Road, Murrieta, CA, 92563","7
",6,8,7,"['Middle school', 'Public district']",4.4,https://www.greatschools.org/california/murrieta/24733-Dorothy-McElhinney-Middle-School/reviews/,https://www.greatschools.org/california/murrieta/24733-Dorothy-McElhinney-Middle-School/,Murrieta
Warm Springs Middle School,"39245 Calle De Fortuna, Murrieta, CA, 92563","7
",6,8,6,"['Middle school', 'Public district']",3.8,N/A,https://www.greatschools.org/california/murrieta/12193-Warm-Springs-Middle-School/,Murrieta
Bella Vista Middle School,"31650 Browning Street, Murrieta, CA, 92563","7
",6,8,7,"['Middle school', 'Public district']",2.8,https://www.greatschools.org/california/murrieta/14902-Bella-Vista-Middle-School/reviews/,https://www.greatschools.org/california/murrieta/14902-Bella-Vista-Middle-School/,Murrieta
Shivela Middle School,"24515 Lincoln Avenue, Murrieta, CA, 92562","7
",7,8,5,"['Middle school', 'Public district']",3,https://www.greatschools.org/california/murrieta/4403-Shivela-Middle-School/reviews/,https://www.greatschools.org/california/murrieta/4403-Shivela-Middle-School/,Murrieta
Thompson Middle School,"24040 Hayes Avenue, Murrieta, CA, 92562","7
",6,8,7,"['Middle school', 'Public district']",3.6,https://www.greatschools.org/california/murrieta/4404-Thompson-Middle-School/reviews/,https://www.greatschools.org/california/murrietta/4404-Thompson-Middle-School/,Murrieta
New Life Academy,"23794 Via Olivia, Murrieta, CA, 92562","7
",N/A,N/A,N/A,"['Middle school', 'High school', 'Private']",N/A,N/A,https://www.greatschools.org/california/murrieta/23936-New-Life-Academy/,Murrieta
Heritage Christian Academy,"35987 Corte Renata, Murrieta, CA, 92562","7
",N/A,N/A,N/A,"['Middle school', 'High school', 'Private']",N/A,N/A,https://www.greatschools.org/california/murrieta/26152-Heritage-Christian-Academy/,Murrieta
Vista Murrieta High School,"28251 Clinton Keith Road, Murrieta, CA, 92563","9
",N/A,9,8,"['High school', 'Public district']",3.8,https://www.greatschools.org/california/murrieta/12490-Vista-Murrieta-High-School/reviews/,https://www.greatschools.org/california/murrieta/12490-Vista-Murrieta-High-School/,Murrieta
Murrieta Valley High School,"42200 Nighthawk Way, Murrieta, CA, 92562","9
",N/A,9,8,"['High school', 'Public district']",3.1,https://www.greatschools.org/california/murrieta/4401-Murrieta-Valley-High-School/reviews/,https://www.greatschools.org/california/murrieta/4401-Murrieta-Valley-High-School/,Murrieta
Murrieta Mesa High School,"24801 Monroe Avenue, Murrieta, CA, 92562","8
",N/A,9,8,"['High school', 'Public district']",3,https://www.greatschools.org/california/murrieta/25015-Murrieta-Mesa-High-School/reviews/,https://www.greatschools.org/california/murrieta/25015-Murrieta-Mesa-High-School/,Murrieta
Method Schools High,"24620 Jefferson Avenue, Murrieta, CA 92562, Murrieta, CA, 92562","8
",N/A,N/A,N/A,"['High school', 'Public charter']",5,N/A,https://www.greatschools.org/california/pasadena/32096-Method-Schools-High/,Murrieta
St. Francis College Preparatory High School,"25185 Madison Avenue, Murrieta, CA, 92562","8
",N/A,N/A,N/A,"['High school', 'Private']",N/A,N/A,https://www.greatschools.org/california/murrieta/32282-St.-Francis-College-Preparatory-High-School/,Murrieta
William W. Orr Elementary School,"12130 Jersey Avenue, Norwalk, CA, 90650","8
",7,8,8,"['Elementary school', 'Public district']",3.8,https://www.greatschools.org/california/norwalk/2530-William-W.-Orr-Elementary-School/reviews/,https://www.greatschools.org/california/norwalk/2530-William-W.-Orr-Elementary-School/,Norwalk
Paddison Elementary School,"12100 Crewe Street, Norwalk, CA, 90650","7
",6,7,8,"['Elementary school', 'Public district']",5,https://www.greatschools.org/california/norwalk/2531-Paddison-Elementary-School/reviews/,https://www.greatschools.org/california/norwalk/2531-Paddison-Elementary-School/,Norwalk
Studebaker Elementary School,"11800 Halcourt Avenue, Norwalk, CA, 90650","7
",7,7,7,"['Elementary school', 'Public district']",4.4,https://www.greatschools.org/california/norwalk/2532-Studebaker-Elementary-School/reviews/,https://www.greatschools.org/california/norwalk/2532-Studebaker-Elementary-School/,Norwalk
Loretta Lampton Elementary School,"14716 Elmcroft Avenue, Norwalk, CA, 90650","7
",8,6,5,"['Elementary school', 'Public district']",4.1,https://www.greatschools.org/california/norwalk/2731-Loretta-Lampton-Elementary-School/reviews/,https://www.greatschools.org/california/norwalk/2731-Loretta-Lampton-Elementary-School/,Norwalk
Cresson Elementary School,"11650 Cresson Street, Norwalk, CA, 90650","6
",5,7,6,"['Elementary school', 'Public district']",1,N/A,https://www.greatschools.org/california/norwalk/2524-Cresson-Elementary-School/,Norwalk
Lakeland Elementary School,"11224 Bombardier Avenue, Norwalk, CA, 90650","6
",5,6,7,"['Elementary school', 'Public district']",2.9,https://www.greatschools.org/california/norwalk/2527-Lakeland-Elementary-School/reviews/,https://www.greatschools.org/california/norwalk/2527-Lakeland-Elementary-School/,Norwalk
John Dolland Elementary School,"15021 Bloomfield Avenue, Norwalk, CA, 90650","6
",5,7,6,"['Elementary school', 'Public district']",4.2,https://www.greatschools.org/california/norwalk/2715-John-Dolland-Elementary-School/reviews/,https://www.greatschools.org/california/norwalk/2715-John-Dolland-Elementary-School/,Norwalk
D. D. Johnston Elementary School,"13421 Fairford Avenue, Norwalk, CA, 90650","6
",5,6,6,"['Elementary school', 'Public district']",5,https://www.greatschools.org/california/norwalk/2728-D.-D.-Johnston-Elementary-School/reviews/,https://www.greatschools.org/california/norwalk/2728-D.-D.-Johnston-Elementary-School/,Norwalk
Julia B. Morrison Elementary School,"13510 Maidstone Avenue, Norwalk, CA, 90650","6
",4,7,7,"['Elementary school', 'Public district']",5,N/A,https://www.greatschools.org/california/norwalk/2734-Julia-B.-Morrison-Elementary-School/,Norwalk
John H. Nuffer Elementary School,"14821 Jersey Avenue, Norwalk, CA, 90650","6
",8,4,4,"['Elementary school', 'Public district']",3,N/A,https://www.greatschools.org/california/norwalk/2737-John-H.-Nuffer-Elementary-School/,Norwalk
Arturo Sanchez Elementary School,"11960 162nd Street, Norwalk, CA, 90650","5
",6,4,4,"['Elementary school', 'Public district']",4.5,N/A,https://www.greatschools.org/california/norwalk/2738-Arturo-Sanchez-Elementary-School/,Norwalk
Thomas B. Moffitt Elementary School,"13323 Goller Avenue, Norwalk, CA, 90650","4
",6,3,3,"['Elementary school', 'Public district']",4,N/A,https://www.greatschools.org/california/norwalk/2733-Thomas-B.-Moffitt-Elementary-School/,Norwalk
New River Elementary School,"13432 S. HalCt. Ave., Norwalk, CA, 90650","4
",5,4,4,"['Elementary school', 'Public district']",4.7,N/A,https://www.greatschools.org/california/norwalk/2735-New-River-Elementary-School/,Norwalk
